Time Stamp;Name;Message
8:57;kytrixz;!bracket
9:01;drwyn;toastyDSG toastyDSG toastyDSG
9:02;joel_mesloej;toastySHOCK
9:07;lucatchu;100 mil non exclusive is nuts
9:08;allt1medeath;how are we doing
9:10;tickleahoser;where's kick getting this money? who sponsors kick?
9:11;jeremiah___s;bro kick is for sure money laundering
9:11;general_heval;Toast needs a similar deal to pay for toastyDSG
9:13;kudepythons;he will gamble on kick and regular stream on twitch
9:14;royaaallight;u should for 5 mil
9:15;saucetown;Think about how many more Esport teams you could have if you make the switch.
9:15;the_abrar_hasanat;get 100mil and start all possible games esports
9:16;ge0mcnasty;dude eats his toe nails and has a better contract then Lebron... MAKE IT MAKE SENSE
9:18;rinshrimp;yep
9:20;conartist1023;Non exclusive 100m deal is fucking stupid
9:20;macklin2001;KEKW
9:21;beapo;sound like an AI LUL
9:22;infinity_01234;yep
9:25;lucatchu;@jeremiah___s ig its what happens when you have gambling money lol
9:26;pokedesu;paid more than Lebron for a non-exclusive contract is insane
9:28;bbqroastpork;Hes reading a script lol
9:32;fubbes_93;i think its an xqc ai
9:34;foelley;It's slow enough it sounds like AI X
9:38;onlyalex;he essentially just got his gambling sponsorship back now that they were banned off twitch
9:43;hizzzennn;KICK!?!! PogU
9:43;lucatchu;xqc's contract is more than lebron's KEKW
9:45;infinity_01234;u going?
9:47;royaaallight;@DisguisedToast would u go for 5 mil
9:53;eugeniotc;WHY ARE WE WATCHING DOODIE EG
9:54;xdrake2713;you could start 20 different esports teams easy
9:56;43lenzo;go to kick for the greater good of dsg
9:56;whimze;you could have 2 valorant teams with that mula
9:57;ilovefans;thats 2 teams for 100 years
9:58;bifusuteki;i thought the game was supposed to start at 4?
